ZIP Code,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,Land Area,Water Area,Latitude,Longitude
00653,00653,B5,G6350,S,39477265,5203941,+17.9850333,-066.8865362
00656,00656,B5,G6350,S,83954597,4355104,+18.0535389,-066.7929308
00659,00659,B5,G6350,S,108213686,3036871,+18.4072260,-066.8089989
00660,00660,B5,G6350,S,29384893,481,+18.1346949,-067.1161994
00662,00662,B5,G6350,S,114927974,5321070,+18.4682970,-067.0157511
00664,00664,B5,G6350,S,117897682,3091,+18.2103301,-066.5916159
00667,00667,B5,G6350,S,156212334,28250306,+18.0034221,-067.0358097
00669,00669,B5,G6350,S,159419192,168344,+18.2771024,-066.8696454
00670,00670,B5,G6350,S,118025319,357846,+18.2401870,-066.9887758
00674,00674,B5,G6350,S,116433921,6871698,+18.4229082,-066.4893373
00676,00676,B5,G6350,S,130630343,56474,+18.3776374,-067.0795736
00677,00677,B5,G6350,S,37137333,3594733,+18.3325678,-067.2270217
00678,00678,B5,G6350,S,68274013,3796760,+18.4340989,-066.9273841
00680,00680,B5,G6350,S,166308128,19820072,+18.1782248,-067.1515140
00682,00682,B5,G6350,S,37304307,6321605,+18.2214642,-067.1560391
00683,00683,B5,G6350,S,135165044,29360,+18.1077999,-067.0372633
00685,00685,B5,G6350,S,200808250,2058243,+18.3329294,-066.9596892
00687,00687,B5,G6350,S,100676183,139537,+18.3190261,-066.4205568
00688,00688,B5,G6350,S,82408338,72551,+18.3823113,-066.6264165
00690,00690,B5,G6350,S,7292585,11145,+18.4955100,-067.0986713
00692,00692,B5,G6350,S,69309234,1998420,+18.4101875,-066.3365557
00693,00693,B5,G6350,S,101849422,3643054,+18.4229868,-066.3972144
00694,00694,B5,G6350,S,2070446,1957115,+18.4830633,-066.3923790
00698,00698,B5,G6350,S,180312876,7761602,+18.0648484,-066.8563194
00703,00703,B5,G6350,S,76855348,28383,+18.2484007,-066.1306624
00704,00704,B5,G6350,S,12633150,1768450,+17.9657700,-066.2195545
00705,00705,B5,G6350,S,82748304,72302,+18.1289613,-066.2666829
00707,00707,B5,G6350,S,54561536,3816673,+18.0140550,-065.9207506
00714,00714,B5,G6350,S,37863486,42740,+18.0030246,-066.0462373
00715,00715,B5,G6350,S,20381738,150234,+18.0112326,-066.5600648
55425,55425,B5,G6350,S,12246086,5622394,+44.8511691,-093.2260805
55426,55426,B5,G6350,S,17478073,497119,+44.9583108,-093.3741120
55427,55427,B5,G6350,S,18698314,190185,+45.0054990,-093.3791505
55428,55428,B5,G6350,S,20972123,146220,+45.0629501,-093.3813620
55429,55429,B5,G6350,S,16124274,804548,+45.0636588,-093.3411754
55430,55430,B5,G6350,S,14656117,535278,+45.0676760,-093.3020893
55431,55431,B5,G6350,S,20715868,627257,+44.8245343,-093.3126020
55432,55432,B5,G6350,S,25601333,1573662,+45.0967016,-093.2537258
55433,55433,B5,G6350,S,30082398,1460042,+45.1604112,-093.3148393
55434,55434,B5,G6350,S,23392051,592514,+45.1636720,-093.2504454
55435,55435,B5,G6350,S,7655100,352687,+44.8739807,-093.3352547
47260,47260,B5,G6350,S,144227262,1939507,+38.8367417,-086.1977539
47263,47263,B5,G6350,S,323975,0,+39.3094397,-085.3301768
47264,47264,B5,G6350,S,256099078,683319,+38.9790342,-086.2507430
47265,47265,B5,G6350,S,495142950,1873096,+39.0147226,-085.6299143
47270,47270,B5,G6350,S,48124261,149961,+38.8393373,-085.7228623
47272,47272,B5,G6350,S,84202956,144840,+39.4110125,-085.6214066
47273,47273,B5,G6350,S,80104650,664496,+39.0757897,-085.7368473
47274,47274,B5,G6350,S,547785890,5225179,+38.9665113,-085.9377223
47280,47280,B5,G6350,S,2716928,0,+39.2965873,-085.9505220
47281,47281,B5,G6350,S,144775413,1903573,+38.7885273,-086.1063421
47282,47282,B5,G6350,S,832989,0,+38.9823528,-085.6107305
47283,47283,B5,G6350,S,155317958,143099,+39.1736895,-085.5887469
47302,47302,B5,G6350,S,171953405,593511,+40.1269162,-085.3824808
47303,47303,B5,G6350,S,150423349,836721,+40.2716431,-085.3777719
47304,47304,B5,G6350,S,90697685,308467,+40.2363321,-085.4598143
47305,47305,B5,G6350,S,3457744,116887,+40.1940995,-085.3859388
47306,47306,B5,G6350,S,576754,1393,+40.2025512,-085.4051261
47320,47320,B5,G6350,S,86736936,728086,+40.2717034,-085.2727995
47324,47324,B5,G6350,S,570398,0,+39.7411726,-084.8517351
48088,48088,B5,G6350,S,11490614,0,+42.5156450,-082.9829908
40214,40214,B5,G6350,S,38543620,203084,+38.1517724,-085.7807651
48089,48089,B5,G6350,S,20592557,4898,+42.4680963,-082.9938568
40215,40215,B5,G6350,S,9714456,24755,+38.1904757,-085.7857343
48091,48091,B5,G6350,S,20687896,0,+42.4681637,-083.0579949
40216,40216,B5,G6350,S,37437803,1983363,+38.1890039,-085.8392646
40217,40217,B5,G6350,S,6221695,19747,+38.2167118,-085.7375154
48092,48092,B5,G6350,S,21219020,91954,+42.5135925,-083.0589541
40218,40218,B5,G6350,S,25214049,132064,+38.1894492,-085.6542595
48093,48093,B5,G6350,S,14644117,93438,+42.5158896,-083.0164831
11951,11951,B5,G6350,S,17384742,2897047,+40.7631636,-072.8303437
11952,11952,B5,G6350,S,24477123,8227031,+41.0016483,-072.5475988
11953,11953,B5,G6350,S,26542966,181297,+40.8925094,-072.9511747
11954,11954,B5,G6350,S,47942285,44916015,+41.0475384,-071.9463695
11955,11955,B5,G6350,S,7431403,589108,+40.8135109,-072.8238227
11956,11956,B5,G6350,S,3284726,157808,+40.9690492,-072.4621745
11957,11957,B5,G6350,S,16750097,39844847,+41.1922014,-072.1489683
11958,11958,B5,G6350,S,7448957,3179176,+41.0390672,-072.4644192
11959,11959,B5,G6350,S,9938212,1095887,+40.8225856,-072.6013445
11960,11960,B5,G6350,S,4888995,190434,+40.8106153,-072.7060622
11961,11961,B5,G6350,S,33297555,239982,+40.9051388,-072.8883492
11962,11962,B5,G6350,S,14193970,4426099,+40.9308947,-072.2687188
11963,11963,B5,G6350,S,34940958,6413376,+40.9939686,-072.3209491
11964,11964,B5,G6350,S,24282873,27034233,+41.0494834,-072.3023160
11965,11965,B5,G6350,S,7317987,16756701,+41.0960815,-072.2883998
29377,29377,B5,G6350,S,3392654,62329,+34.9306288,-082.0951089
29378,29378,B5,G6350,S,225306,0,+34.9669066,-081.9685391
29379,29379,B5,G6350,S,661468938,2224665,+34.6823486,-081.6087282
29384,29384,B5,G6350,S,122460857,9234356,+34.3402536,-082.0901776
29385,29385,B5,G6350,S,49461101,843225,+34.9729626,-082.1014165
29388,29388,B5,G6350,S,253339020,1899048,+34.7630775,-082.0457047
29401,29401,B5,G6350,S,4017461,4414377,+32.7771800,-079.9320004
29403,29403,B5,G6350,S,13837804,5472464,+32.8058998,-079.9431804
29404,29404,B5,G6350,S,13171448,48587,+32.8989988,-080.0497394
29405,29405,B5,G6350,S,38517046,7155681,+32.8562518,-079.9819942
29406,29406,B5,G6350,S,37642411,1028544,+32.9372937,-080.0353553
29407,29407,B5,G6350,S,39754475,6651360,+32.7989296,-079.9978032
29409,29409,B5,G6350,S,166971,0,+32.7960876,-079.9604929
29410,29410,B5,G6350,S,27119152,2381767,+32.9309604,-080.0021697
29412,29412,B5,G6350,S,101636056,31844481,+32.7119163,-079.9521687
29414,29414,B5,G6350,S,90789612,3635634,+32.8399660,-080.0891820
29418,29418,B5,G6350,S,34929374,978496,+32.9021034,-080.1201798
29420,29420,B5,G6350,S,29061713,414107,+32.9318680,-080.1007645
21152,21152,B5,G6350,S,59240732,208546,+39.5410530,-076.6798931
21153,21153,B5,G6350,S,5085065,16590,+39.4178440,-076.7005203
21154,21154,B5,G6350,S,104530780,472653,+39.6574489,-076.3604752
07748,07748,B5,G6350,S,34643249,97922,+40.3963001,-074.1152744
21155,21155,B5,G6350,S,56681619,174624,+39.5736188,-076.8060792
21156,21156,B5,G6350,S,3740466,1593,+39.4372080,-076.3964858
10983,10983,B5,G6350,S,5267037,16676,+41.0310877,-073.9477026
10984,10984,B5,G6350,S,4147210,19999,+41.2031233,-074.0221560
10985,10985,B5,G6350,S,665812,0,+41.5835194,-074.3731882
10986,10986,B5,G6350,S,27969968,451612,+41.2852346,-073.9987104
10987,10987,B5,G6350,S,96112490,4275670,+41.1869236,-074.2373505
10988,10988,B5,G6350,S,8044220,11401,+41.3020809,-074.5485560
10989,10989,B5,G6350,S,12773220,1682794,+41.1229554,-073.9380305
10990,10990,B5,G6350,S,157580281,2835701,+41.2674476,-074.3640107
15436,15436,B5,G6350,S,18106089,0,+39.8178120,-079.7247780
15437,15437,B5,G6350,S,180789659,207839,+39.7802016,-079.6121381
15438,15438,B5,G6350,S,29831100,1264361,+40.0732160,-079.8578610
15440,15440,B5,G6350,S,39287457,0,+39.7352683,-079.6169389
15442,15442,B5,G6350,S,38854965,75766,+40.0190824,-079.8397078
15443,15443,B5,G6350,S,4397232,0,+39.9196683,-079.8807467
15444,15444,B5,G6350,S,1637964,0,+40.0119764,-079.9088040
15445,15445,B5,G6350,S,54391302,19941,+39.8761125,-079.6678494
15446,15446,B5,G6350,S,3882526,0,+40.0309818,-079.4029918
15447,15447,B5,G6350,S,1013164,0,+39.9438222,-079.9368933
15448,15448,B5,G6350,S,2480187,149733,+40.1360479,-079.7325266
15449,15449,B5,G6350,S,404220,0,+39.9643294,-079.7833550
15450,15450,B5,G6350,S,4126215,537422,+40.0011374,-079.9741942
15451,15451,B5,G6350,S,26321881,354486,+39.7368914,-079.8357797
15454,15454,B5,G6350,S,3343242,0,+39.8631511,-079.8717330
15455,15455,B5,G6350,S,1042216,0,+40.0032997,-079.6422759
15456,15456,B5,G6350,S,19763548,23626,+39.9266456,-079.6521045
50611,50611,B5,G6350,S,78763751,0,+42.8154885,-092.9089538
50612,50612,B5,G6350,S,57581027,0,+42.2834470,-092.3860455
50613,50613,B5,G6350,S,325853014,4074636,+42.5314113,-092.4858608
50616,50616,B5,G6350,S,447034889,427210,+43.0805500,-092.6588856
50619,50619,B5,G6350,S,229320971,1545316,+42.8096815,-092.6582244
50620,50620,B5,G6350,S,324589,0,+43.1584250,-092.5905447
50621,50621,B5,G6350,S,165398899,0,+42.2511088,-092.9210164
50622,50622,B5,G6350,S,64793014,73801,+42.6727132,-092.3345479
50624,50624,B5,G6350,S,135235267,0,+42.4678233,-092.6587164
50625,50625,B5,G6350,S,157901511,171866,+42.7483848,-092.9883559
50626,50626,B5,G6350,S,130268150,624654,+42.5838877,-092.1711951
50627,50627,B5,G6350,S,276453543,768397,+42.3504296,-093.0939421
50628,50628,B5,G6350,S,289171692,185024,+43.2727096,-092.3940455
50629,50629,B5,G6350,S,204516580,696084,+42.6486695,-092.0715373
50630,50630,B5,G6350,S,214518988,232646,+42.9576796,-092.2139593
50632,50632,B5,G6350,S,109710137,541112,+42.0616002,-092.6993518
50633,50633,B5,G6350,S,102857712,227351,+42.6720100,-093.1281791
50634,50634,B5,G6350,S,1007524,10729,+42.4186745,-092.2140005
83716,83716,B5,G6350,S,1336987450,14748477,+43.5460890,-115.9444691
98645,98645,B5,G6350,S,38597649,6444097,+46.3318653,-122.7600808
98647,98647,B5,G6350,S,158540903,7361112,+46.3152407,-123.4013709
83801,83801,B5,G6350,S,384587832,555789,+47.9368352,-116.6661766
83802,83802,B5,G6350,S,1422531098,2966865,+47.0498754,-115.5717197
98648,98648,B5,G6350,S,319079301,24748110,+45.7061722,-121.9563879
83803,83803,B5,G6350,S,164851478,138326580,+48.0315009,-116.4435657
98649,98649,B5,G6350,S,516183925,105807,+46.3155326,-122.5322907
83804,83804,B5,G6350,S,135393884,1144121,+48.0452834,-116.9713440
98650,98650,B5,G6350,S,212922447,109637,+45.9468371,-121.5323954
98651,98651,B5,G6350,S,46268970,3992042,+45.7399669,-121.5835277
98660,98660,B5,G6350,S,38683418,22339323,+45.6789787,-122.7205158
83805,83805,B5,G6350,S,2074691162,20362409,+48.8670514,-116.5407281
83806,83806,B5,G6350,S,51678079,10124,+46.8940620,-116.3611617
98661,98661,B5,G6350,S,27515095,1843845,+45.6400665,-122.6250179
83808,83808,B5,G6350,S,481850666,1039479,+47.3206393,-116.0643523
83809,83809,B5,G6350,S,36289714,0,+48.0636020,-116.5735445
98662,98662,B5,G6350,S,33344539,0,+45.6884965,-122.5778504
83810,83810,B5,G6350,S,361179807,5685576,+47.5424890,-116.4508031
83811,83811,B5,G6350,S,470648914,10534273,+47.8995671,-116.4482767
83812,83812,B5,G6350,S,133763982,114267,+47.0232281,-116.2335871
98663,98663,B5,G6350,S,11158646,70154,+45.6573955,-122.6627258
83813,83813,B5,G6350,S,117954321,3299048,+48.0850421,-116.6727716
98664,98664,B5,G6350,S,13625723,773467,+45.6195097,-122.5771791
98665,98665,B5,G6350,S,20867975,111535,+45.6794333,-122.6605273
98670,98670,B5,G6350,S,66639054,0,+45.8588805,-121.1408186
98671,98671,B5,G6350,S,223520421,16073465,+45.6144295,-122.2384834
83814,83814,B5,G6350,S,513718758,40827833,+47.5863723,-117.0346038
98672,98672,B5,G6350,S,376412310,3529169,+45.8390470,-121.4518325
98673,98673,B5,G6350,S,33643096,13232262,+45.6561816,-121.0284529
83815,83815,B5,G6350,S,41946908,77929,+47.7262818,-116.7899475
98674,98674,B5,G6350,S,214829159,11786587,+45.9512668,-122.6655415
83821,83821,B5,G6350,S,72146655,91410993,+48.5389785,-116.8506459
83822,83822,B5,G6350,S,85638441,2240346,+48.1791011,-116.9911053
98675,98675,B5,G6350,S,305719930,114489,+45.8284516,-122.3429250
83823,83823,B5,G6350,S,405520392,275950,+46.8209459,-116.5409113
83824,83824,B5,G6350,S,137283327,0,+47.1135956,-116.9100668
83825,83825,B5,G6350,S,1142656,1745142,+48.2457784,-116.5946227
83826,83826,B5,G6350,S,10885069,0,+48.9760235,-116.1888534
83827,83827,B5,G6350,S,24636455,346510,+46.7783439,-116.1736780
83830,83830,B5,G6350,S,150071000,69134,+47.0511576,-116.3627233
98682,98682,B5,G6350,S,78119402,0,+45.6732068,-122.4817411
28424,28424,B5,G6350,S,383885,0,+34.2902771,-078.6996770
28425,28425,B5,G6350,S,387755698,1537990,+34.5620552,-077.8962810
28428,28428,B5,G6350,S,13323027,6036297,+34.0467853,-077.9096604
28429,28429,B5,G6350,S,101334632,5757619,+34.3412113,-077.9002163
28430,28430,B5,G6350,S,105400674,126937,+34.3034369,-078.9453671
57274,57274,B5,G6350,S,1006503146,62793118,+45.3049183,-097.5747380
57276,57276,B5,G6350,S,323462499,159697,+44.4308614,-096.6134546
57278,57278,B5,G6350,S,459841158,3308172,+44.6437249,-097.7049404
57279,57279,B5,G6350,S,375898079,8607475,+45.4212222,-096.8763231
57301,57301,B5,G6350,S,626870125,3282932,+43.7137466,-098.0477684
57311,57311,B5,G6350,S,481136098,592295,+43.6556512,-097.7633781
57312,57312,B5,G6350,S,274903409,1371022,+44.2070397,-098.3788727
57313,57313,B5,G6350,S,452167448,997046,+43.3050315,-098.3743204
57314,57314,B5,G6350,S,725789339,1616330,+44.0460906,-097.9812880
57315,57315,B5,G6350,S,312659582,1071837,+42.9883881,-098.0402936
57317,57317,B5,G6350,S,402635830,23045810,+43.1435550,-098.9664474
57319,57319,B5,G6350,S,380342146,3224195,+43.5330183,-097.4800255
57321,57321,B5,G6350,S,300790963,300146,+43.8701312,-097.5600203
57322,57322,B5,G6350,S,415883127,328010,+44.6280639,-097.9744216
57323,57323,B5,G6350,S,233284908,833462,+44.1468728,-097.7202794
57324,57324,B5,G6350,S,191967946,0,+44.2984302,-098.0540510
57325,57325,B5,G6350,S,566597506,68250866,+43.7521413,-099.2924646
57328,57328,B5,G6350,S,417562599,2760081,+43.4376223,-098.4390061
57329,57329,B5,G6350,S,165516686,378893,+42.9806629,-098.1457548
57330,57330,B5,G6350,S,331379225,189901,+43.2480162,-098.1569945
57331,57331,B5,G6350,S,190167496,314467,+43.4744154,-098.0448484
57332,57332,B5,G6350,S,266670022,162007,+43.5504998,-097.6567762
57334,57334,B5,G6350,S,276754383,148648,+43.5498225,-097.9971220
57335,57335,B5,G6350,S,266014259,36396481,+43.0536903,-098.7839013
57337,57337,B5,G6350,S,207631013,656370,+44.0119122,-097.7957521
57339,57339,B5,G6350,S,330945656,28062500,+44.1021823,-099.4172970
57340,57340,B5,G6350,S,206871334,2056240,+43.7957638,-097.8375473
60202,60202,B5,G6350,S,7914320,1455196,+42.0303552,-087.6855489
60203,60203,B5,G6350,S,1766120,0,+42.0490472,-087.7174552
60301,60301,B5,G6350,S,405526,0,+41.8885604,-087.7989374
35462,35462,B5,G6350,S,810541275,10471311,+32.9204733,-087.9674626
35463,35463,B5,G6350,S,158141484,6464784,+33.0647310,-087.6824510
35464,35464,B5,G6350,S,85163768,1330786,+32.8061302,-088.1545900
60302,60302,B5,G6350,S,7798364,0,+41.8946110,-087.7897046
35466,35466,B5,G6350,S,676096504,1256008,+33.2485275,-087.9194837
35469,35469,B5,G6350,S,48147641,2225430,+32.9738736,-087.7815651
60304,60304,B5,G6350,S,3968561,0,+41.8723888,-087.7894845
60305,60305,B5,G6350,S,6411801,4794,+41.8948750,-087.8190635
35470,35470,B5,G6350,S,688015665,8551401,+32.5619739,-088.0663468
60401,60401,B5,G6350,S,147108038,12586,+41.3439342,-087.6164059
35473,35473,B5,G6350,S,64947475,2142974,+33.2753438,-087.5828968
35474,35474,B5,G6350,S,519582495,4900219,+32.9405658,-087.5912004
60402,60402,B5,G6350,S,13646765,144650,+41.8352161,-087.7913729
35475,35475,B5,G6350,S,556522749,18623782,+33.4343799,-087.5939961
60403,60403,B5,G6350,S,16941095,21596,+41.5532498,-088.1282774
35476,35476,B5,G6350,S,14230973,638764,+33.2273040,-087.5909590
35477,35477,B5,G6350,S,88145606,1942357,+32.9561434,-088.2409885
35480,35480,B5,G6350,S,176694220,240618,+33.0780377,-087.8192259
60404,60404,B5,G6350,S,40425487,468053,+41.5129627,-088.2238567
35481,35481,B5,G6350,S,306964929,1107449,+33.3946243,-088.0374167
35490,35490,B5,G6350,S,174091403,776433,+33.2184192,-087.2382147
60406,60406,B5,G6350,S,14408332,240125,+41.6549452,-087.6819519
60407,60407,B5,G6350,S,30954599,364999,+41.2349065,-088.2613017
88040,88040,B5,G6350,S,2901872488,10304437,+31.5972313,-108.3549772
88041,88041,B5,G6350,S,1158719955,1689139,+32.7899208,-107.9121823
88042,88042,B5,G6350,S,1403995238,231519,+32.8124784,-107.5783829
88043,88043,B5,G6350,S,165278035,1908150,+32.6103160,-108.1000958
88044,88044,B5,G6350,S,306094644,962477,+32.1479778,-106.8058499
88045,88045,B5,G6350,S,2898716387,829965,+32.3850889,-108.7560934
88046,88046,B5,G6350,S,6181003,0,+32.2500195,-106.8022731
88047,88047,B5,G6350,S,18885745,0,+32.2100442,-106.7146910
88048,88048,B5,G6350,S,50694769,168569,+32.1634472,-106.6600857
88049,88049,B5,G6350,S,482487759,267124,+33.0309040,-107.9247284
88051,88051,B5,G6350,S,837196179,12636,+32.9995844,-108.9198494
88052,88052,B5,G6350,S,2637761,0,+32.4253624,-106.5994220
88053,88053,B5,G6350,S,27987871,0,+32.9025017,-108.2059251
88055,88055,B5,G6350,S,795269871,71539,+32.7277881,-108.7409846
88056,88056,B5,G6350,S,337719843,0,+31.8442364,-108.9826740
88061,88061,B5,G6350,S,3701441159,5710152,+32.6541965,-108.3335720
88063,88063,B5,G6350,S,29443740,746281,+31.8191367,-106.5992504
88065,88065,B5,G6350,S,3669161,0,+32.6774758,-108.3288768
88072,88072,B5,G6350,S,63180896,120405,+32.1380637,-106.6161063
88081,88081,B5,G6350,S,1024433037,17594,+32.2348942,-106.2297355
88101,88101,B5,G6350,S,1378069140,4520583,+34.4993842,-103.2752719
88103,88103,B5,G6350,S,11370954,186669,+34.3821064,-103.3169567
88112,88112,B5,G6350,S,436256560,458283,+34.8431306,-103.1786392
88113,88113,B5,G6350,S,199263863,66432,+33.7720192,-103.0851892
88114,88114,B5,G6350,S,452506234,88481,+33.5235639,-103.1993557
07021,07021,B5,G6350,S,3615958,15705,+40.8281024,-074.2762262
20639,20639,B5,G6350,S,108467933,4920694,+38.6012434,-076.6054765
07022,07022,B5,G6350,S,2184141,3363,+40.8211101,-074.0030319
07023,07023,B5,G6350,S,3469655,0,+40.6417012,-074.3856922
07024,07024,B5,G6350,S,6555833,915817,+40.8506403,-073.9710074
20640,20640,B5,G6350,S,108004327,18435559,+38.5227808,-077.2539601
20645,20645,B5,G6350,S,5703031,4074979,+38.2942415,-076.9110960
07026,07026,B5,G6350,S,5667175,209146,+40.8797971,-074.1082503
07027,07027,B5,G6350,S,1686254,0,+40.6513477,-074.3231404
07028,07028,B5,G6350,S,3328859,11515,+40.8047984,-074.2045690
19072,19072,B5,G6350,S,8312782,146975,+40.0238909,-075.2577412
19073,19073,B5,G6350,S,53610121,1014975,+39.9832587,-075.4292412
19074,19074,B5,G6350,S,2012455,95819,+39.8859902,-075.2957559
19075,19075,B5,G6350,S,5852586,27173,+40.1138800,-075.1850307
19076,19076,B5,G6350,S,1933743,25546,+39.8860973,-075.3073696
19078,19078,B5,G6350,S,5236574,68083,+39.8743779,-075.3221254
19079,19079,B5,G6350,S,4783117,392783,+39.8987812,-075.2670697
19081,19081,B5,G6350,S,5786062,0,+39.8980484,-075.3471586
19082,19082,B5,G6350,S,6708818,0,+39.9604092,-075.2703932
19083,19083,B5,G6350,S,14391696,0,+39.9770248,-075.3120663
19085,19085,B5,G6350,S,15653228,11386,+40.0369728,-075.3499130
19086,19086,B5,G6350,S,9985012,0,+39.8906362,-075.3700378
19087,19087,B5,G6350,S,41341768,74096,+40.0618724,-075.4024610
19090,19090,B5,G6350,S,13917204,12540,+40.1574516,-075.1247531
19094,19094,B5,G6350,S,2077617,0,+39.8748807,-075.3466409
19095,19095,B5,G6350,S,5471106,0,+40.0859907,-075.1512342
19096,19096,B5,G6350,S,9074989,0,+39.9978821,-075.2741781
14589,14589,B5,G6350,S,113475359,77393,+43.2494236,-077.1742613
14590,14590,B5,G6350,S,174903092,2981414,+43.2425469,-076.8262434
14591,14591,B5,G6350,S,104664845,64307,+42.8320852,-078.1073858
14592,14592,B5,G6350,S,431978,0,+42.8722375,-077.8958925
66105,66105,B5,G6350,S,8687024,419401,+39.0870115,-094.6389341
66106,66106,B5,G6350,S,48195938,1814703,+39.0694535,-094.7026128
66109,66109,B5,G6350,S,119187585,3202657,+39.1653507,-094.8293414
66111,66111,B5,G6350,S,56362763,1731492,+39.0840290,-094.7898868
66112,66112,B5,G6350,S,16153393,0,+39.1145229,-094.7735917
66115,66115,B5,G6350,S,10273912,1311956,+39.1482579,-094.6050845
66118,66118,B5,G6350,S,2100596,359061,+39.1053995,-094.6141387
66202,66202,B5,G6350,S,13602811,33597,+39.0231501,-094.6694665
66203,66203,B5,G6350,S,16259561,10652,+39.0204258,-094.7058502
66204,66204,B5,G6350,S,12811839,25219,+38.9903812,-094.6782142
66205,66205,B5,G6350,S,9697343,0,+39.0312233,-094.6307586
66206,66206,B5,G6350,S,10222069,57368,+38.9607166,-094.6202767
66207,66207,B5,G6350,S,12104181,31411,+38.9556437,-094.6432466
00716,00716,B5,G6350,S,22174337,7917755,+17.9912690,-066.6067736
00717,00717,B5,G6350,S,5443501,77762,+18.0032217,-066.6140369
00718,00718,B5,G6350,S,117171774,3457281,+18.2319882,-065.7596231
00719,00719,B5,G6350,S,72527850,898340,+18.2899204,-066.2534399
00720,00720,B5,G6350,S,154382625,286519,+18.2179456,-066.4280762
00723,00723,B5,G6350,S,119553977,1319679,+18.0434982,-066.0154792
00725,00725,B5,G6350,S,109356062,1177083,+18.2188191,-066.0423751
00727,00727,B5,G6350,S,55676837,26958,+18.2153077,-066.0735649
00728,00728,B5,G6350,S,40524729,21618805,+17.9898529,-066.6641162
00729,00729,B5,G6350,S,87958817,364682,+18.3235851,-065.8832059
00730,00730,B5,G6350,S,16873937,108086,+18.0308311,-066.6168380
00731,00731,B5,G6350,S,123629339,2783085,+18.1099473,-066.6356221
00735,00735,B5,G6350,S,60368949,1842361,+18.2526032,-065.6824935
00736,00736,B5,G6350,S,142702104,78607,+18.1036240,-066.1516668
00738,00738,B5,G6350,S,76345231,78611067,+18.3087174,-065.7389149
00739,00739,B5,G6350,S,81792963,1113757,+18.1772328,-066.1606453
00740,00740,B5,G6350,S,1103420,40887,+18.3311781,-065.6341043
00741,00741,B5,G6350,S,6121388,2792488,+18.1638549,-065.7540419
00745,00745,B5,G6350,S,133673047,6158136,+18.3522162,-065.8173873
00751,00751,B5,G6350,S,121676234,29332072,+18.0013169,-066.2521834
00754,00754,B5,G6350,S,132164375,241724,+18.1471074,-065.9761674
55436,55436,B5,G6350,S,12269343,428617,+44.9041400,-093.3731569
55437,55437,B5,G6350,S,16995418,1125569,+44.8243470,-093.3429960
55438,55438,B5,G6350,S,21690568,1969998,+44.8231318,-093.3861096
55439,55439,B5,G6350,S,12367798,346069,+44.8756305,-093.3747472
55441,55441,B5,G6350,S,22373859,4032143,+45.0063206,-093.4246358
55442,55442,B5,G6350,S,13723978,1268568,+45.0489203,-093.4262115
55443,55443,B5,G6350,S,23955299,491679,+45.1176769,-093.3381488
55444,55444,B5,G6350,S,11457475,561947,+45.1040481,-093.3018126
55445,55445,B5,G6350,S,20170535,98484,+45.1224406,-093.3791842
55446,55446,B5,G6350,S,26338942,369879,+45.0391396,-093.4897008
48094,48094,B5,G6350,S,45391250,2368090,+42.7338319,-083.0487315
40219,40219,B5,G6350,S,37331652,507810,+38.1379091,-085.6926928
48095,48095,B5,G6350,S,43842438,899609,+42.7787437,-083.0480724
48096,48096,B5,G6350,S,94741235,296402,+42.7621506,-082.9204704
48097,48097,B5,G6350,S,197490978,1443867,+43.1219472,-082.8274167
40220,40220,B5,G6350,S,19730344,66617,+38.2164880,-085.6178115
48098,48098,B5,G6350,S,24310748,44312,+42.5984325,-083.1784500
40222,40222,B5,G6350,S,27031230,2448255,+38.2717650,-085.6194476
40223,40223,B5,G6350,S,30413623,445767,+38.2584666,-085.5397717
48101,48101,B5,G6350,S,18197456,107233,+42.2594735,-083.2103905
40228,40228,B5,G6350,S,19608108,114154,+38.1340777,-085.6262992
40229,40229,B5,G6350,S,51143035,588193,+38.0894983,-085.6538817
40231,40231,B5,G6350,S,216375,0,+38.1950655,-085.6949200
48103,48103,B5,G6350,S,168539978,1223202,+42.2613504,-083.8464579
40241,40241,B5,G6350,S,37422753,286687,+38.2999743,-085.5756890
40242,40242,B5,G6350,S,6908789,29879,+38.2774710,-085.5905139
40243,40243,B5,G6350,S,10391650,26123,+38.2418010,-085.5361214
48104,48104,B5,G6350,S,20144346,640290,+42.2634889,-083.7151240
40245,40245,B5,G6350,S,83893180,1854388,+38.2675609,-085.4461719
40258,40258,B5,G6350,S,30250947,3960227,+38.1462696,-085.8779268
51360,51360,B5,G6350,S,288868423,46230793,+43.4436777,-095.0870522
50001,50001,B5,G6350,S,62127107,664510,+41.3627242,-093.4334178
55001,55001,B5,G6350,S,68212073,2652890,+44.8987758,-092.8191076
29423,29423,B5,G6350,S,97768,0,+32.9788140,-080.0712926
29424,29424,B5,G6350,S,47840,0,+32.7836367,-079.9373654
29426,29426,B5,G6350,S,174323948,1264283,+32.7971924,-080.3706381
29429,29429,B5,G6350,S,281887316,59643416,+32.9706526,-079.6582285
29431,29431,B5,G6350,S,203899446,26552549,+33.2787772,-079.8820792
29432,29432,B5,G6350,S,303280686,508033,+33.2315123,-080.8088657
29434,29434,B5,G6350,S,143755914,2150258,+33.1408882,-079.8437254
29435,29435,B5,G6350,S,177963866,84151,+32.9729724,-080.4664449
29436,29436,B5,G6350,S,208864400,84778149,+33.3153580,-080.1872502
